cycle,basename,failure_type,gemini_name,gemini_const,gemini_party,manifest_name,manifest_const,manifest_party,manifest_aff_id,ocr_char_count,ocr_sample
tamilnadu-2026,K__S__RAVICHANDRAN__11783.pdf,empty_const,K. S. RAVICHANDRAN,,DMK,K. S. RAVICHANDRAN,THIRU-VI-KA-NAGAR,Dravida Munnetra Kazhagam,11783,24628,                                                                                                                                                                                                                                                                              I                             
tamilnadu-2026,LEEMAROSE_MARTIN__16529.pdf,raw,,,,LEEMAROSE MARTIN,LALGUDI,All India Anna Dravida Munnetra Kazhagam,16529,183297,"FORM 2B (See rule 4 of the Conduct of Elections Rules, 1961) NOMINATION PAPER Election to the Tamil Nadu Legislative Assembly 15/LA/2024/20 11:08 AM 06/4/26 RoRDO STRIKE OFF PART I OR PART II BELOW WHICHEVER IS NOT APPLICABLE PARTI (To be used by candidate set up by recognised political party) I nom"
tamilnadu-2026,MARIA_JOHN__7756.pdf,raw,,,,MARIA JOHN,PALAYAMKOTTAI,Tamilaga Vettri Kazhagam,7756,49013,"भारतीय गैर न्यायिक एक सौ रुपये 5.100 00100 00100100100 HOOT00100100 सत्यमेव जयते Rs. 100 ONE HUNDRED RUPEES ATIRGT INDIA 001001001001001 100100 100100 0919Q 100100 001001001OO 01001001OO 881881 1001 OC INDIA NON JUDICIAL 88 தமிழ்நாடு எரிAM-IS TAMILNADU நவூலம், ஆகரு உ טעטחרלא மாவட்ட மே 02-2025 சென் G"
tamilnadu-2026,MURUGESAN__P__11995.pdf,empty_const,RAJAN,,,MURUGESAN. P,VIRALIMALAI,Tamilaga Vettri Kazhagam,11995,25220,                                                                                                                                                                                                                                                                                                            
tamilnadu-2026,M__K__STALIN__5483.pdf,empty_const,M.K. STALIN,,DMK,M. K. STALIN,KOLATHUR,Dravida Munnetra Kazhagam,5483,27249,                                                                                                                                                                                                                                                                                                            
tamilnadu-2026,M__R__PALLAVI__8585.pdf,empty_const,M. SHANTHI,,,M. R. PALLAVI,THIRU-VI-KA-NAGAR,Tamilaga Vettri Kazhagam,8585,23141,l-'                                                                                                                                                                                                                                                                                                         
tamilnadu-2026,N__SUBRAMANIAN__15207.pdf,empty_const,N. G. Eswaran,,,N. SUBRAMANIAN,GANDHARVAKOTTAI,Tamilaga Vettri Kazhagam,15207,23061,                                                                                                                                                                                                                                                                                                            
tamilnadu-2026,PANDIYAN_S__7349.pdf,empty_const,Candidate Name,,,PANDIYAN.S,THIRUTHURAIPOONDI,Tamilaga Vettri Kazhagam,7349,24252,                                 o+/LA/arel            ftb                                       q                                                                                                                                                                                                          
tamilnadu-2026,PITCHANDI_K__11016.pdf,empty_const,K. PITCHAJDI,,,PITCHANDI.K,KILPENNATHUR,Dravida Munnetra Kazhagam,11016,5664,                                                                                                                                                                                                                                                                                                            
tamilnadu-2026,PRAKASH_S__9156.pdf,empty_const,S. Prakash,,,PRAKASH.S,BODINAYAKANUR,Tamilaga Vettri Kazhagam,9156,20969,                                                                                                                                                                                                                                                                                                            
